Scenario_Model,AUC_mean,AUC_std,Sensitivity,Specificity,F1,BalancedAcc,Class0_F1,Class1_F1
RadOnly_AdaptiveRegional_Top20__SVM_Linear,0.5896164021164021,0.112057415236609,0.7804878048780488,0.5,0.7901234567901235,0.6402439024390244,0.48484848484848486,0.7901234567901235
Clin+Rad_Tversky_Top50__GradientBoosting,0.5889550264550264,0.1849426794620401,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_Dice_Top10__DecisionTree,0.5880952380952381,0.15770302595084829,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Dice_Top20__kNN_k5,0.5880291005291005,0.13245001666553327,0.17073170731707318,0.9375,0.28571428571428575,0.5541158536585366,0.46153846153846156,0.28571428571428575
RadOnly_FocalTversky_Top10__MLP,0.5875992063492064,0.18079512712442639,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_BCEFocalTversky_Top50__MLP,0.5870039682539683,0.044776695321791425,0.8780487804878049,0.3125,0.8181818181818182,0.5952743902439024,0.38461538461538464,0.8181818181818182
RadOnly_Tversky_Top10__ExtraTrees,0.5867063492063492,0.17437936593905287,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_BCEFocalTversky_Top10__SVM_Linear,0.5856481481481481,0.24098100546130455,0.5121951219512195,0.8125,0.6461538461538462,0.6623475609756098,0.5306122448979591,0.6461538461538462
RadOnly_AdaptiveRegional_Top10__XGBoost,0.5852678571428572,0.09392703952251634,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_Dice_Top10__MLP,0.5851190476190476,0.07755474988048733,0.3902439024390244,0.8125,0.5333333333333333,0.6013719512195121,0.4814814814814815,0.5333333333333333
Clin+Rad_Focal_Top20__kNN_k5,0.5846230158730158,0.11833433803454975,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_Dice_Top50__SVM_RBF,0.5838293650793651,0.10063945053897654,0.7804878048780488,0.3125,0.761904761904762,0.5464939024390244,0.3333333333333333,0.761904761904762
RadOnly_FocalTversky_Top20__DecisionTree,0.5829365079365079,0.09379193023857949,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_BCEDice_Top10__DecisionTree,0.5825396825396825,0.18246030019953385,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Tversky_Top20__LogisticRegression,0.5807539682539682,0.1369070623225179,0.8048780487804879,0.4375,0.7951807228915663,0.6211890243902439,0.45161290322580644,0.7951807228915663
RadOnly_Tversky_Top20__MLP,0.5777116402116402,0.07789590335126312,0.5365853658536586,0.6875,0.6470588235294118,0.6120426829268293,0.47826086956521735,0.6470588235294118
RadOnly_BCEFocalTversky_Top50__SVM_RBF,0.5771825396825397,0.08042056090500825,0.3170731707317073,0.9375,0.4727272727272727,0.6272865853658537,0.5084745762711865,0.4727272727272727
Clin+Rad_GDice_Top50__MLP,0.5769179894179894,0.08661536862617705,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_Dice_Top10__SVM_RBF,0.5768518518518518,0.09735881057848082,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
Clin+Rad_BCEDice_Top20__GradientBoosting,0.576388888888889,0.2110928354662592,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
RadOnly_BCEDice_Top20__ExtraTrees,0.5739748677248677,0.1632514287274432,0.9024390243902439,0.25,0.8222222222222222,0.5762195121951219,0.3333333333333333,0.8222222222222222
RadOnly_GDice_Top50__MLP,0.5737103174603175,0.23469706288164502,0.975609756097561,0.125,0.8421052631578947,0.5503048780487805,0.21052631578947367,0.8421052631578947
RadOnly_BCEFocalTversky_Top20__RandomForest,0.5733796296296296,0.1823739158950715,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_GDice_Top50__GradientBoosting,0.5732142857142857,0.1482614244751559,0.24390243902439024,0.875,0.37735849056603776,0.5594512195121951,0.459016393442623,0.37735849056603776
RadOnly_Tversky_Top50__kNN_k5,0.5717261904761906,0.23149405672569592,0.7317073170731707,0.375,0.7407407407407408,0.5533536585365854,0.3636363636363636,0.7407407407407408
Clin+Rad_Dice_Top50__RandomForest,0.5714947089947089,0.05652514327922862,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
Clin+Rad_Dice_Top50__MLP,0.5707010582010582,0.08080873931796094,0.7317073170731707,0.4375,0.7499999999999999,0.5846036585365854,0.411764705882353,0.7499999999999999
RadOnly_Tversky_Top50__LogisticRegression,0.5705357142857143,0.22105178231263561,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
Clin+Rad_Dice_Top50__DecisionTree,0.5696428571428571,0.14792115783159746,0.6341463414634146,0.5,0.6933333333333332,0.5670731707317074,0.41025641025641024,0.6933333333333332
Clin+Rad_GDice_Top10__RandomForest,0.5695767195767196,0.23686286368900328,0.34146341463414637,0.875,0.4912280701754386,0.6082317073170732,0.4912280701754386,0.4912280701754386
Clin+Rad_FocalTversky_Top20__DecisionTree,0.5682539682539682,0.1184814579716758,0.7073170731707317,0.4375,0.7341772151898733,0.5724085365853658,0.39999999999999997,0.7341772151898733
RadOnly_FocalTversky_Top50__MLP,0.5681547619047619,0.10062654094850058,0.5365853658536586,0.75,0.6567164179104478,0.6432926829268293,0.5106382978723403,0.6567164179104478
RadOnly_BCEFocalTversky_Top10__RandomForest,0.5680555555555555,0.23225611129649076,0.8536585365853658,0.375,0.8139534883720929,0.6143292682926829,0.42857142857142855,0.8139534883720929
Clin+Rad_Focal_Top10__RandomForest,0.5679232804232804,0.2271730183690579,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
Clin+Rad_BCEDice_Top20__kNN_k5,0.5674603174603174,0.05618969150200908,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
Clin+Rad_Focal_Top50__DecisionTree,0.5672619047619047,0.19228473417624328,0.7073170731707317,0.4375,0.7341772151898733,0.5724085365853658,0.39999999999999997,0.7341772151898733
RadOnly_BCEFocalTversky_Top20__MLP,0.5665343915343914,0.09424229547963926,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_Tversky_Top10__GradientBoosting,0.5664517195767196,0.18708434525616754,0.8048780487804879,0.4375,0.7951807228915663,0.6211890243902439,0.45161290322580644,0.7951807228915663
RadOnly_GDice_Top10__ExtraTrees,0.5661375661375662,0.18809458695070322,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
RadOnly_AdaptiveRegional_Top50__LogisticRegression,0.5656746031746032,0.14736654885981454,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_GDice_Top50__SVM_RBF,0.5654761904761905,0.14386767806963066,0.3902439024390244,0.8125,0.5333333333333333,0.6013719512195121,0.4814814814814815,0.5333333333333333
RadOnly_BCEDice_Top50__SVM_RBF,0.5651785714285714,0.1310213562935015,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
RadOnly_FocalTversky_Top10__kNN_k5,0.5645667989417988,0.11055520322487543,0.6829268292682927,0.4375,0.7179487179487181,0.5602134146341464,0.38888888888888884,0.7179487179487181
RadOnly_BCEDice_Top50__XGBoost,0.5645502645502646,0.26243386243386246,0.975609756097561,0.3125,0.8695652173913043,0.6440548780487805,0.45454545454545453,0.8695652173913043
Clin+Rad_Dice_Top20__kNN_k5,0.5645171957671957,0.06310858205261635,0.8780487804878049,0.25,0.8089887640449439,0.5640243902439024,0.32,0.8089887640449439
RadOnly_BCEDice_Top10__GradientBoosting,0.5643518518518519,0.20513177871610197,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_Dice_Top50__RandomForest,0.5639880952380952,0.1233993000433826,0.4634146341463415,0.6875,0.5846153846153846,0.5754573170731707,0.4489795918367347,0.5846153846153846
Clin+Rad_BCEFocalTversky_Top10__GradientBoosting,0.5629298941798941,0.16166947567602025,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_Tversky_Top50__RandomForest,0.5625661375661376,0.12542556543375313,0.6585365853658537,0.5625,0.72,0.6105182926829269,0.46153846153846156,0.72
Clin+Rad_GDice_Top10__GradientBoosting,0.5621362433862434,0.21400690799865743,0.5121951219512195,0.8125,0.6461538461538462,0.6623475609756098,0.5306122448979591,0.6461538461538462
Clin+Rad_Focal_Top20__RandomForest,0.5616071428571427,0.1759419498808944,0.9512195121951219,0.25,0.8478260869565216,0.600609756097561,0.36363636363636365,0.8478260869565216
RadOnly_Focal_Top50__ExtraTrees,0.5607142857142857,0.08237927025227006,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Tversky_Top10__MLP,0.5605489417989418,0.13756170182612545,0.8780487804878049,0.25,0.8089887640449439,0.5640243902439024,0.32,0.8089887640449439
RadOnly_Focal_Top50__GradientBoosting,0.5604166666666667,0.06332785063987778,0.8048780487804879,0.4375,0.7951807228915663,0.6211890243902439,0.45161290322580644,0.7951807228915663
RadOnly_FocalTversky_Top20__MLP,0.5595238095238095,0.07317098775629277,0.5853658536585366,0.5625,0.6666666666666666,0.5739329268292683,0.4285714285714286,0.6666666666666666
RadOnly_BCEFocalTversky_Top20__GradientBoosting,0.5583333333333333,0.1901104292474297,0.2682926829268293,0.875,0.4074074074074075,0.5716463414634146,0.4666666666666667,0.4074074074074075
RadOnly_Focal_Top50__RandomForest,0.5577380952380953,0.08569591219888434,0.8292682926829268,0.3125,0.7906976744186047,0.5708841463414633,0.35714285714285715,0.7906976744186047
RadOnly_GDice_Top20__SVM_Linear,0.5573082010582011,0.09670296039956888,0.7560975609756098,0.4375,0.7654320987654322,0.5967987804878049,0.42424242424242425,0.7654320987654322
RadOnly_Focal_Top10__MLP,0.556712962962963,0.1226851851851852,0.9512195121951219,0.1875,0.8387096774193549,0.569359756097561,0.2857142857142857,0.8387096774193549
RadOnly_Tversky_Top20__RandomForest,0.5556878306878307,0.13149665099380345,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_BCEDice_Top20__RandomForest,0.5550595238095238,0.15975549293625438,0.8048780487804879,0.375,0.7857142857142858,0.5899390243902439,0.39999999999999997,0.7857142857142858
RadOnly_AdaptiveRegional_Top50__XGBoost,0.5547123015873016,0.1741759236456146,0.926829268292683,0.1875,0.8260869565217392,0.5571646341463414,0.2727272727272727,0.8260869565217392
Clin+Rad_Tversky_Top20__kNN_k5,0.5542658730158729,0.10916467603038701,0.4878048780487805,0.6875,0.6060606060606061,0.5876524390243902,0.4583333333333333,0.6060606060606061
Clin+Rad_Focal_Top50__GradientBoosting,0.5541666666666667,0.12472191289246472,0.7804878048780488,0.4375,0.7804878048780488,0.6089939024390244,0.4375,0.7804878048780488
RadOnly_BCEFocalTversky_Top20__SVM_RBF,0.5525132275132275,0.1182569273921628,0.6341463414634146,0.5,0.6933333333333332,0.5670731707317074,0.41025641025641024,0.6933333333333332
Clin+Rad_Tversky_Top50__DecisionTree,0.5523809523809524,0.22857142857142862,0.7317073170731707,0.375,0.7407407407407408,0.5533536585365854,0.3636363636363636,0.7407407407407408
RadOnly_AdaptiveRegional_Top20__kNN_k5,0.5515873015873016,0.16025065400441751,0.14634146341463414,0.9375,0.25,0.541920731707317,0.45454545454545453,0.25
RadOnly_Focal_Top50__LogisticRegression,0.5507605820105821,0.10284710520921148,0.4146341463414634,0.75,0.5483870967741935,0.5823170731707317,0.46153846153846156,0.5483870967741935
RadOnly_AdaptiveRegional_Top20__XGBoost,0.5504298941798942,0.08441431145911175,0.8780487804878049,0.3125,0.8181818181818182,0.5952743902439024,0.38461538461538464,0.8181818181818182
RadOnly_BCEFocalTversky_Top50__kNN_k5,0.5499669312169313,0.19870845461532857,1.0,0.0625,0.8453608247422679,0.53125,0.11764705882352941,0.8453608247422679
RadOnly_GDice_Top10__MLP,0.5463955026455026,0.09669346097552646,0.5609756097560976,0.625,0.6571428571428573,0.5929878048780488,0.45454545454545453,0.6571428571428573
RadOnly_AdaptiveRegional_Top10__SVM_RBF,0.5457341269841269,0.18141594669930544,0.5609756097560976,0.625,0.6571428571428573,0.5929878048780488,0.45454545454545453,0.6571428571428573
RadOnly_AdaptiveRegional_Top20__GradientBoosting,0.5454034391534391,0.1019080747386044,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
RadOnly_FocalTversky_Top20__LogisticRegression,0.5449404761904761,0.12907336986092924,0.5365853658536586,0.6875,0.6470588235294118,0.6120426829268293,0.47826086956521735,0.6470588235294118
Clin+Rad_BCEDice_Top50__RandomForest,0.544675925925926,0.15022345610019966,0.8780487804878049,0.3125,0.8181818181818182,0.5952743902439024,0.38461538461538464,0.8181818181818182
RadOnly_FocalTversky_Top20__GradientBoosting,0.5440145502645504,0.13057105039307237,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
RadOnly_BCEDice_Top20__kNN_k5,0.5434027777777778,0.16743889386582897,0.7804878048780488,0.375,0.7710843373493976,0.5777439024390244,0.38709677419354843,0.7710843373493976
Clin+Rad_Focal_Top50__RandomForest,0.542989417989418,0.11411135778890914,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
RadOnly_Focal_Top20__SVM_RBF,0.5420965608465609,0.11763582700731273,0.1951219512195122,1.0,0.326530612244898,0.5975609756097561,0.4923076923076923,0.326530612244898
RadOnly_FocalTversky_Top50__RandomForest,0.5419642857142858,0.1561110808498934,0.7804878048780488,0.375,0.7710843373493976,0.5777439024390244,0.38709677419354843,0.7710843373493976
RadOnly_BCEDice_Top50__ExtraTrees,0.5419477513227513,0.12077989470749043,0.8292682926829268,0.3125,0.7906976744186047,0.5708841463414633,0.35714285714285715,0.7906976744186047
RadOnly_Dice_Top20__SVM_Linear,0.5408399470899471,0.13668212541645391,0.3902439024390244,0.75,0.5245901639344263,0.5701219512195121,0.4528301886792453,0.5245901639344263
RadOnly_GDice_Top50__RandomForest,0.5390542328042328,0.17545638149107168,0.8048780487804879,0.3125,0.7764705882352942,0.5586890243902439,0.3448275862068966,0.7764705882352942
RadOnly_AdaptiveRegional_Top10__SVM_Linear,0.5373677248677249,0.11145151308673815,0.4634146341463415,0.6875,0.5846153846153846,0.5754573170731707,0.4489795918367347,0.5846153846153846
RadOnly_Dice_Top50__LogisticRegression,0.5366402116402117,0.10343001894741169,0.1951219512195122,1.0,0.326530612244898,0.5975609756097561,0.4923076923076923,0.326530612244898
RadOnly_BCEDice_Top50__LogisticRegression,0.5357473544973546,0.1883531350074858,0.4878048780487805,0.6875,0.6060606060606061,0.5876524390243902,0.4583333333333333,0.6060606060606061
RadOnly_Focal_Top50__MLP,0.535681216931217,0.1038509534917146,0.926829268292683,0.1875,0.8260869565217392,0.5571646341463414,0.2727272727272727,0.8260869565217392
RadOnly_GDice_Top50__ExtraTrees,0.5354828042328041,0.18470884267399423,0.21951219512195122,0.9375,0.3529411764705882,0.5785060975609756,0.4761904761904763,0.3529411764705882
RadOnly_FocalTversky_Top20__SVM_Linear,0.5353835978835979,0.11337761400350979,0.5609756097560976,0.5625,0.6478873239436621,0.5617378048780488,0.4186046511627907,0.6478873239436621
RadOnly_GDice_Top20__ExtraTrees,0.5342261904761905,0.1946665196043616,0.36585365853658536,0.875,0.5172413793103449,0.6204268292682926,0.4999999999999999,0.5172413793103449
Clin+Rad_Focal_Top20__GradientBoosting,0.5333994708994709,0.0695080333706819,0.4878048780487805,0.6875,0.6060606060606061,0.5876524390243902,0.4583333333333333,0.6060606060606061
RadOnly_AdaptiveRegional_Top20__SVM_RBF,0.533068783068783,0.17457511398696082,0.24390243902439024,0.875,0.37735849056603776,0.5594512195121951,0.459016393442623,0.37735849056603776
RadOnly_GDice_Top20__DecisionTree,0.5325396825396826,0.12113643663728571,0.7317073170731707,0.3125,0.7317073170731707,0.5221036585365854,0.3125,0.7317073170731707
RadOnly_GDice_Top20__kNN_k5,0.5316137566137566,0.2102842433254515,0.8292682926829268,0.25,0.7816091954022988,0.5396341463414633,0.2962962962962963,0.7816091954022988
Clin+Rad_BCEFocalTversky_Top50__SVM_RBF,0.5310515873015873,0.12610356271175138,0.9024390243902439,0.25,0.8222222222222222,0.5762195121951219,0.3333333333333333,0.8222222222222222
RadOnly_FocalTversky_Top50__LogisticRegression,0.5305555555555556,0.09875771574795102,0.5121951219512195,0.6875,0.6268656716417911,0.5998475609756098,0.4680851063829787,0.6268656716417911
Clin+Rad_FocalTversky_Top50__DecisionTree,0.5303571428571429,0.11214372774013606,0.6829268292682927,0.375,0.7088607594936709,0.5289634146341464,0.34285714285714286,0.7088607594936709
RadOnly_Dice_Top10__kNN_k5,0.5301587301587302,0.07319680825504019,0.7073170731707317,0.375,0.725,0.5411585365853658,0.35294117647058826,0.725
RadOnly_Tversky_Top20__GradientBoosting,0.5298280423280424,0.15094592237540377,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_FocalTversky_Top50__DecisionTree,0.5297619047619049,0.09834547114962247,0.8048780487804879,0.25,0.7674418604651163,0.5274390243902439,0.28571428571428575,0.7674418604651163
Clin+Rad_GDice_Top10__GaussianNB,0.5296130952380953,0.3033964540085936,0.7073170731707317,0.4375,0.7341772151898733,0.5724085365853658,0.39999999999999997,0.7341772151898733
Clin+Rad_BCEDice_Top50__SVM_Linear,0.5293981481481482,0.12718343389505893,0.926829268292683,0.3125,0.8444444444444446,0.6196646341463414,0.4166666666666667,0.8444444444444446
RadOnly_AdaptiveRegional_Top50__DecisionTree,0.5293650793650794,0.1406501142855067,0.6585365853658537,0.4375,0.7012987012987012,0.5480182926829269,0.37837837837837834,0.7012987012987012
Clin+Rad_Focal_Top10__DecisionTree,0.528968253968254,0.2060192722518421,0.7073170731707317,0.375,0.725,0.5411585365853658,0.35294117647058826,0.725
RadOnly_Tversky_Top50__GradientBoosting,0.5275628306878307,0.18301690563566328,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_GDice_Top10__kNN_k5,0.5269179894179894,0.13532877369992558,0.926829268292683,0.125,0.8172043010752689,0.5259146341463414,0.19047619047619047,0.8172043010752689
RadOnly_BCEDice_Top10__SVM_RBF,0.5266203703703703,0.1247382375815531,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
Clin+Rad_Dice_Top50__SVM_RBF,0.5251653439153439,0.031594864404427075,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_FocalTversky_Top10__SVM_Linear,0.5248346560846561,0.11015093997710308,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
RadOnly_Tversky_Top20__SVM_Linear,0.5240410052910053,0.21502225995327137,0.17073170731707318,0.9375,0.28571428571428575,0.5541158536585366,0.46153846153846156,0.28571428571428575
RadOnly_Tversky_Top50__SVM_RBF,0.5238425925925927,0.10801928998841918,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
Clin+Rad_BCEFocalTversky_Top50__DecisionTree,0.5228174603174602,0.15852913858435394,0.7317073170731707,0.3125,0.7317073170731707,0.5221036585365854,0.3125,0.7317073170731707
RadOnly_BCEDice_Top10__LogisticRegression,0.5218253968253969,0.17906457479097956,0.5121951219512195,0.625,0.6176470588235294,0.5685975609756098,0.43478260869565216,0.6176470588235294
RadOnly_Focal_Top10__SVM_Linear,0.5214947089947091,0.19353980975577983,0.0975609756097561,1.0,0.17777777777777776,0.5487804878048781,0.463768115942029,0.17777777777777776
Clin+Rad_AdaptiveRegional_Top10__GaussianNB,0.520816798941799,0.2695891261696651,0.4634146341463415,0.6875,0.5846153846153846,0.5754573170731707,0.4489795918367347,0.5846153846153846
RadOnly_Focal_Top10__GradientBoosting,0.5207671957671958,0.09059021559535892,0.17073170731707318,0.9375,0.28571428571428575,0.5541158536585366,0.46153846153846156,0.28571428571428575
RadOnly_FocalTversky_Top10__DecisionTree,0.5200396825396825,0.1596308769656623,0.6829268292682927,0.375,0.7088607594936709,0.5289634146341464,0.34285714285714286,0.7088607594936709
Clin+Rad_Dice_Top10__GaussianNB,0.5177248677248677,0.2828766098404705,0.24390243902439024,0.9375,0.38461538461538464,0.5907012195121951,0.48387096774193544,0.38461538461538464
Clin+Rad_AdaptiveRegional_Top20__DecisionTree,0.5176587301587302,0.1834672773944378,0.6585365853658537,0.375,0.6923076923076923,0.5167682926829269,0.33333333333333326,0.6923076923076923
RadOnly_Tversky_Top20__kNN_k5,0.5162863756613756,0.09872250285941238,0.3902439024390244,0.6875,0.5161290322580646,0.5388719512195121,0.42307692307692313,0.5161290322580646
RadOnly_Dice_Top20__SVM_RBF,0.5156084656084656,0.11592132548545146,0.926829268292683,0.1875,0.8260869565217392,0.5571646341463414,0.2727272727272727,0.8260869565217392
RadOnly_BCEFocalTversky_Top50__DecisionTree,0.5154761904761905,0.1797421938105454,0.6585365853658537,0.375,0.6923076923076923,0.5167682926829269,0.33333333333333326,0.6923076923076923
RadOnly_GDice_Top10__RandomForest,0.515244708994709,0.2155602873266669,0.12195121951219512,1.0,0.21739130434782605,0.5609756097560976,0.47058823529411764,0.21739130434782605
RadOnly_Tversky_Top50__DecisionTree,0.5144841269841269,0.17996327065706577,0.7073170731707317,0.3125,0.7160493827160495,0.5099085365853658,0.30303030303030304,0.7160493827160495
RadOnly_Focal_Top20__kNN_k5,0.5142030423280424,0.04869776631869723,0.6097560975609756,0.4375,0.6666666666666666,0.5236280487804879,0.358974358974359,0.6666666666666666
Clin+Rad_FocalTversky_Top10__GaussianNB,0.5135582010582012,0.26191211042012946,0.21951219512195122,0.875,0.34615384615384615,0.5472560975609756,0.4516129032258065,0.34615384615384615
RadOnly_FocalTversky_Top50__SVM_RBF,0.5130291005291007,0.07489961834928252,0.14634146341463414,1.0,0.2553191489361702,0.573170731707317,0.47761194029850745,0.2553191489361702
RadOnly_BCEFocalTversky_Top50__GaussianNB,0.5127645502645504,0.16686910314391393,0.9512195121951219,0.125,0.8297872340425531,0.538109756097561,0.2,0.8297872340425531
RadOnly_AdaptiveRegional_Top20__LogisticRegression,0.5110780423280422,0.0999173157297736,0.8780487804878049,0.25,0.8089887640449439,0.5640243902439024,0.32,0.8089887640449439
RadOnly_Tversky_Top50__GaussianNB,0.5095899470899471,0.19488912726696103,0.8048780487804879,0.25,0.7674418604651163,0.5274390243902439,0.28571428571428575,0.7674418604651163
RadOnly_BCEFocalTversky_Top10__MLP,0.5095238095238095,0.1939311332780855,0.9512195121951219,0.1875,0.8387096774193549,0.569359756097561,0.2857142857142857,0.8387096774193549
RadOnly_BCEDice_Top10__MLP,0.5094246031746031,0.18396452620269652,0.4634146341463415,0.6875,0.5846153846153846,0.5754573170731707,0.4489795918367347,0.5846153846153846
